TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV LIQ / PATRI,PSR,P/CAP GIRO,P AT CIR LIQ,LIQ CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS, LIQUIDEZ MEDIA DIARIA, VPA, LPA, PEG Ratio, VALOR DE MERCADO
VITT3,12.00,0.81,16.03,3.53,2.03,36.49,18.34,13.75,12.02,13.14,1.12,0.33,2.20,5.84,-7.04,1.95,22.05,12.66,16.00,0.57,0.43,0.92,,,5754866.72,3.40,0.75,0.52,1716589284.00
VIVA3,27.50,1.19,21.76,4.66,2.53,67.61,20.10,20.36,22.04,21.44,-0.60,-0.13,4.43,7.15,-6.62,2.35,21.43,11.64,15.40,0.54,0.46,0.57,,,29476417.53,5.90,1.26,0.21,6495438647.50
VIVR3,1.02,,-2.53,-0.73,0.44,18.54,-73.49,-84.63,-2.92,-5.87,-2.96,,2.14,-0.73,-0.88,0.45,-28.62,-17.51,-492.25,-0.61,1.61,0.21,,,5730905.31,-1.41,-0.40,0.04,145760767.26
VIVT3,53.73,4.71,14.44,1.29,0.78,43.72,16.09,14.17,12.72,14.19,1.48,0.15,2.05,-64.39,-0.95,0.94,8.91,5.39,7.84,0.61,0.39,0.38,0.71,8.84,142594114.38,41.75,3.72,0.47,90101893300.83
VIVT4,45.34,,12.19,1.09,0.66,43.72,16.09,14.17,10.73,14.19,1.48,0.15,1.73,-54.34,-0.80,0.94,8.91,5.39,7.84,0.61,0.39,0.38,0.71,8.84,,41.75,3.72,0.40,90101893300.83
VLID3,9.12,3.18,12.60,0.58,0.24,23.45,6.18,2.72,5.54,11.66,6.12,0.64,0.34,1.59,-0.42,1.55,4.57,1.93,4.90,0.42,0.58,0.71,4.98,-7.53,7498271.44,15.84,0.72,-0.10,752176031.04
VSPT3,4.99,,-1.71,0.16,0.08,5.10,-8.09,-14.43,-3.05,-2.22,0.83,-0.04,0.25,-1.14,-0.09,0.49,-9.21,-4.89,-6.16,0.53,0.47,0.34,11.60,,,31.68,-2.92,-0.01,712610842.16
VSPT4,0.00,,0.00,0.00,0.00,5.10,-8.09,-14.43,0.00,-2.22,0.83,-0.04,0.00,0.00,0.00,0.49,-9.21,-4.89,-6.16,0.53,0.47,0.34,11.60,,,31.68,-2.92,0.00,712610842.16
VULC3,9.95,3.52,7.79,1.80,1.23,35.32,17.44,16.81,7.51,8.27,0.76,0.18,1.31,3.04,-3.51,2.63,23.13,15.73,17.54,0.68,0.32,0.94,10.48,54.47,4971666.75,5.52,1.28,0.01,2445274627.80
VVEO3,16.19,1.54,11.72,2.15,0.67,17.65,7.92,6.35,9.41,9.25,-0.16,-0.04,0.74,1.88,-2.01,2.16,18.37,5.73,11.19,0.31,0.69,0.90,,,4416082.44,7.52,1.38,0.05,4632337198.40
WEGE3,32.29,1.47,37.80,9.67,5.66,29.54,17.65,15.22,32.59,32.25,-0.34,-0.10,5.75,16.90,-16.97,2.01,25.59,14.98,22.06,0.59,0.41,0.98,20.26,26.26,265260466.78,3.34,0.85,0.71,135531398155.42
WEST3,3.00,,-7.84,0.87,0.67,43.59,-20.36,-13.43,-5.17,-1.56,3.62,-0.61,1.05,1.18,-2.39,4.82,-11.08,-8.59,-18.36,0.77,0.23,0.64,,,2789057.03,3.45,-0.38,0.02,330592248.00
WHRL3,5.90,9.95,9.04,4.20,0.97,17.71,9.64,8.61,8.08,7.68,-0.45,-0.23,0.78,20.70,-4.04,1.07,46.46,10.70,27.59,0.23,0.77,1.24,14.11,25.75,43398.84,1.40,0.65,0.24,8913845946.80
WHRL4,6.00,10.76,9.20,4.27,0.98,17.71,9.64,8.61,8.22,7.68,-0.45,-0.23,0.79,21.05,-4.11,1.07,46.46,10.70,27.59,0.23,0.77,1.24,14.11,25.75,199649.34,1.40,0.65,0.24,8913845946.80
WIZS3,8.32,,7.08,1.65,0.61,61.48,42.70,23.02,3.81,3.17,-0.64,-0.28,1.63,-5.56,-0.81,0.69,23.27,8.65,23.12,0.37,0.63,0.38,15.13,5.32,14184106.78,5.05,1.18,-2.06,1330428586.24
WLMM3,28.59,2.44,9.85,1.92,1.56,12.94,7.32,5.69,7.65,7.25,-1.12,-0.28,0.56,4.23,-2.98,4.39,19.49,15.83,17.63,0.81,0.19,2.78,34.55,,3593.60,14.90,2.90,0.10,1138328320.30
WLMM4,33.49,2.29,11.53,2.25,1.83,12.94,7.32,5.69,8.96,7.25,-1.12,-0.28,0.66,4.95,-3.49,4.39,19.49,15.83,17.63,0.81,0.19,2.78,34.55,,56197.17,14.90,2.90,0.12,1138328320.30
YDUQ3,17.29,2.72,33.79,1.65,0.54,54.40,12.45,3.60,9.78,16.53,6.76,1.14,1.22,4.82,-0.77,1.59,4.88,1.60,5.70,0.33,0.67,0.44,6.64,-15.54,72096067.78,10.49,0.51,0.55,5344146233.79
