TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV LIQ / PATRI,PSR,P/CAP GIRO,P AT CIR LIQ,LIQ CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS, LIQUIDEZ MEDIA DIARIA, VPA, LPA, PEG Ratio, VALOR DE MERCADO
LWSA3,8.05,,-301.70,1.62,1.04,45.55,0.00,-1.97,,,,-0.50,5.94,3.22,-1.96,3.18,-0.54,-0.34,,0.64,0.36,0.17,23.75,,131039243.22,4.97,-0.03,1.68,4751491312.40
MAPT3,37.00,,-191.01,-5.74,43.98,,,,-192.09,-146.82,0.00,,,-8499.78,-43.98,0.00,-3.00,-23.03,2.99,-7.66,8.66,0.00,,,14800.00,-6.45,-0.19,-40.59,25987525.00
MAPT4,19.75,,-101.96,-3.06,23.48,,,,-102.53,-146.82,0.00,,,-4537.04,-23.48,0.00,-3.00,-23.03,2.99,-7.66,8.66,0.00,,,8172.25,-6.45,-0.19,-21.67,25987525.00
MATD3,14.24,,37.08,3.23,1.33,39.51,23.65,14.34,22.47,21.78,-0.69,-0.10,5.32,3.88,-2.33,5.05,8.72,3.59,6.03,0.41,0.59,0.25,,,9272031.13,4.40,0.38,,5444376651.04
MBLY3,5.81,,-7.30,0.97,0.62,39.79,-10.76,-11.76,-7.97,-6.93,1.04,-0.13,0.86,1.29,-1.87,3.58,-13.23,-8.49,-9.33,0.64,0.36,0.72,,,4257947.28,6.02,-0.80,-0.07,618706342.24
MDIA3,25.78,7.55,17.31,1.24,0.82,28.18,5.08,6.46,22.02,22.51,0.49,0.03,1.12,2.81,-1.41,3.34,7.18,4.74,3.06,0.66,0.34,0.73,7.96,-8.43,44581448.56,20.74,1.49,-0.51,8739420000.00
MDNE3,6.89,,7.05,0.55,0.22,36.43,10.04,13.39,9.40,8.44,-0.96,-0.06,0.94,1.04,-0.40,1.85,7.74,3.08,4.04,0.40,0.60,0.23,0.55,,1538365.75,12.62,0.98,-0.04,585025593.75
MEAL3,2.80,,-9.97,0.71,0.27,31.78,-0.17,-4.34,-248.09,-333.15,-85.06,0.24,0.43,4.81,-0.35,1.34,-7.14,-2.73,-0.40,0.38,0.62,0.63,3.75,,5370613.69,3.93,-0.28,0.12,801834684.00
MEGA3,11.71,,,1.51,0.54,,,,,,,1.15,,-934.37,-0.64,1.00,0.00,0.00,,0.36,0.64,0.00,,,27617288.84,7.76,0.00,,6500388347.61
MELK3,4.14,6.84,10.38,0.72,0.44,23.97,7.89,10.75,14.13,7.76,-6.37,-0.32,1.12,0.84,-3.29,2.54,6.92,4.25,3.91,0.61,0.39,0.40,,,1463388.00,5.77,0.40,0.11,860993071.74
MERC3,25.00,,34.08,1.75,1.50,78.11,16.84,27.29,55.23,40.20,,,9.30,6.05,-2.21,4.47,5.14,4.41,,0.86,0.14,0.16,-28.34,83.50,7560.00,14.28,0.73,0.67,327703692.25
MERC4,9.35,5.12,12.75,0.65,0.56,78.11,16.84,27.29,20.66,40.20,,,3.48,2.26,-0.83,4.47,5.14,4.41,,0.86,0.14,0.16,-28.34,83.50,43557.41,14.28,0.73,0.25,327703692.25
MGEL3,19.13,,0.74,-0.44,0.19,15.15,22.38,17.30,0.57,4.05,3.54,,0.13,0.57,-0.42,2.46,-59.44,25.30,31.05,-0.43,1.43,1.46,15.08,146.40,,-43.44,25.82,0.00,99745056.39
MGEL4,16.20,,0.63,-0.37,0.16,15.15,22.38,17.30,0.49,4.05,3.54,,0.11,0.48,-0.35,2.46,-59.44,25.30,31.05,-0.43,1.43,1.46,15.08,146.40,33807.68,-43.44,25.82,0.00,99745056.39
MGLU3,6.01,0.26,68.67,3.60,1.06,24.06,1.33,1.67,86.19,91.86,5.67,0.24,1.15,4.38,-2.92,1.61,5.25,1.54,-1.87,0.29,0.71,0.92,29.98,46.82,793533298.28,1.67,0.09,1.35,40561050356.48
MILS3,8.11,2.31,19.46,1.83,1.38,54.60,19.88,13.88,13.59,13.50,-0.09,-0.01,2.70,6.76,-2.05,2.61,9.38,7.07,8.33,0.75,0.25,0.51,13.23,,9776470.69,4.44,0.42,-0.01,1994827697.16
MLAS3,5.53,,5.86,1.13,0.68,27.99,16.06,15.98,5.83,5.36,-0.47,-0.09,0.94,1.24,-4.65,2.79,19.33,11.60,15.44,0.60,0.40,0.73,,,13313701.56,4.89,0.94,0.08,4537581914.25
MMXM3,14.00,,-2.17,-0.11,0.71,,,,-181.31,-719.57,-538.27,,,-0.10,-0.75,0.01,-4.97,-32.75,0.28,-6.58,7.60,0.00,-6.95,,6294058.38,-129.88,-6.46,0.03,90834562.00
MNDL3,22.96,,-0.10,-0.08,0.05,36.60,13.82,-82.86,0.60,3.68,3.08,,0.08,-0.05,-0.07,0.26,-79.09,-45.88,-19.05,-0.58,1.58,0.55,10.41,,93371.82,-291.91,-230.88,0.00,56946769.60
MNPR3,7.84,,1.65,-0.16,0.21,25.05,17.37,10.57,1.00,0.99,-0.01,,0.17,-0.14,-0.40,0.25,-9.81,12.65,-13.57,-1.29,2.29,1.20,10.24,,144845.63,-48.47,4.76,0.02,55664784.00
MOAR3,452.10,10.65,9.37,6.00,2.57,14.31,34485.49,40093.76,10.89,11.17,0.29,0.16,3755.10,8.82,-4.28,3.69,64.06,27.42,25.46,0.43,0.57,0.00,-16.12,22.87,197934.37,75.36,48.27,0.00,5538777014.10
MODL11,10.09,2.76,20.90,1.86,0.34,83.52,23.85,12.70,11.13,11.13,,,2.65,,-0.50,,8.90,1.63,,0.18,0.82,0.13,,,5116446.78,5.43,0.48,0.07,2368459333.33
MODL3,3.78,2.46,23.49,2.09,0.38,83.52,23.85,12.70,12.50,11.13,,,2.98,,-0.56,,8.90,1.63,,0.18,0.82,0.13,,,53124.97,1.81,0.16,0.07,2368459333.33
MODL4,3.20,2.90,19.88,1.77,0.32,83.52,23.85,12.70,10.59,11.13,,,2.52,,-0.47,,8.90,1.63,,0.18,0.82,0.13,,,89248.00,1.81,0.16,0.06,2368459333.33
MOSI3,8.24,0.01,32.29,1.56,1.46,89.47,6.23,14.75,76.45,36.94,-39.51,-0.81,4.76,1.91,-8.40,13.23,4.84,4.52,0.25,0.93,0.07,0.31,,,6097270.00,5.27,0.26,,1043149227.20
MOVI3,18.49,2.83,8.18,2.04,0.31,44.75,31.26,15.37,4.02,8.21,4.19,2.12,1.26,1.24,-0.53,2.44,24.95,3.77,7.23,0.15,0.85,0.25,23.01,83.21,42303626.59,9.07,2.26,0.01,6698965570.14
MRFG3,19.76,16.35,3.15,2.45,0.28,20.14,14.77,5.08,1.08,2.87,1.79,4.05,0.16,5.54,-0.48,1.14,77.93,9.05,28.34,0.12,0.88,1.78,35.31,,124487376.69,8.06,6.28,0.10,13661469480.88
MRSA3B,38.70,0.74,18.81,2.71,0.98,34.24,31.83,15.80,9.34,10.81,1.76,0.51,2.97,46.78,-1.22,1.12,14.43,5.21,11.59,0.36,0.64,0.33,6.19,10.87,13499.00,14.26,2.06,0.30,12748498254.90
MRSA5B,33.00,0.96,16.04,2.31,0.84,34.24,31.83,15.80,7.96,10.81,1.76,0.51,2.53,39.89,-1.04,1.12,14.43,5.21,11.59,0.36,0.64,0.33,6.19,10.87,3300.00,14.26,2.06,0.26,12748498254.90
MRSA6B,36.00,0.88,17.50,2.53,0.91,34.24,31.83,15.80,8.69,10.81,1.76,0.51,2.76,43.51,-1.14,1.12,14.43,5.21,11.59,0.36,0.64,0.33,6.19,10.87,3600.00,14.26,2.06,0.28,12748498254.90
MRVE3,11.09,3.90,6.66,0.81,0.27,25.86,16.03,11.31,4.70,8.45,3.75,0.65,0.75,0.98,-0.50,2.40,12.20,3.98,7.30,0.33,0.67,0.35,10.87,7.64,86104092.97,13.66,1.67,0.14,5359051630.01
MSPA3,50.01,,-9.85,0.39,0.22,25.55,-20.97,-22.55,-10.60,-13.13,-2.62,0.10,2.22,5.41,-0.24,1.80,-3.95,-2.24,-3.54,0.57,0.43,0.10,-22.81,,12300.50,128.57,-5.08,0.24,317983252.45
MSPA4,47.00,,-9.26,0.37,0.21,25.55,-20.97,-22.55,-9.96,-13.13,-2.62,0.10,2.09,5.09,-0.23,1.80,-3.95,-2.24,-3.54,0.57,0.43,0.10,-22.81,,9299.50,128.57,-5.08,0.23,317983252.45
MSRO3,702.50,,2451.62,314.05,67.02,50.13,32.16,8.00,610.04,615.29,5.26,2.71,196.17,-215.77,-81.93,0.37,12.81,2.73,10.47,0.21,0.79,0.34,9.20,-10.29,,2.24,0.29,4.11,18271898550.00
MTIG3,0.00,,0.00,0.00,0.00,7.93,0.02,-5.51,0.00,4879.78,4416.90,,0.00,0.00,0.00,0.58,-10.94,-4.80,-9.87,-0.44,1.44,0.87,0.14,,,-154.92,-16.95,0.00,7795411.20
MTIG4,48.45,,-2.86,-0.31,0.14,7.93,0.02,-5.51,694.32,4879.78,4416.90,,0.16,-0.35,-0.30,0.58,-10.94,-4.80,-9.87,-0.44,1.44,0.87,0.14,,11620.56,-154.92,-16.95,0.02,7795411.20
MTRE3,6.60,10.08,28.70,0.70,0.44,34.10,7.05,4.24,17.25,13.62,-3.62,-0.15,1.22,0.83,-1.89,3.27,2.44,1.53,2.63,0.63,0.37,0.36,57.62,123.00,3447272.84,9.41,0.23,-0.58,698113812.00
MTSA3,63.86,3.69,10.97,1.85,1.25,27.99,13.13,9.14,7.64,6.01,0.04,0.01,1.00,2.60,-5.74,2.58,16.84,11.37,13.82,0.68,0.32,1.24,21.69,31.68,9450.00,34.57,5.82,-1.56,455659546.50
MTSA4,37.90,6.83,6.51,1.10,0.74,27.99,13.13,9.14,4.53,6.01,0.04,0.01,0.60,1.55,-3.41,2.58,16.84,11.37,13.82,0.68,0.32,1.24,21.69,31.68,55137.93,34.57,5.82,-0.93,455659546.50
MULT3,24.04,2.08,31.87,2.27,1.35,78.94,47.46,35.17,23.62,27.29,3.67,0.35,11.21,30.28,-1.58,1.45,7.12,4.25,6.04,0.60,0.40,0.12,3.03,7.75,136178554.53,10.59,0.75,-0.60,14442291435.00
MWET3,18.25,,0.29,-0.76,0.17,15.85,7.54,53.17,2.04,4.69,3.01,,0.15,-4.36,-0.27,0.91,-261.35,57.99,235.20,-0.22,1.22,1.09,14.95,,3650.00,-24.14,63.08,0.00,30904345.05
MWET4,13.40,,0.21,-0.56,0.12,15.85,7.54,53.17,1.50,4.69,3.01,,0.11,-3.20,-0.20,0.91,-261.35,57.99,235.20,-0.22,1.22,1.09,14.95,,51118.03,-24.14,63.08,0.00,30904345.05
MYPK3,11.99,11.72,3.43,0.42,0.13,12.45,9.36,3.92,1.44,4.91,3.47,1.01,0.13,1.10,-0.24,1.33,12.21,3.70,9.58,0.30,0.70,0.94,14.96,90.29,22934414.22,28.61,3.49,-0.02,1843098015.99
NAFG3,64.37,,11.80,2.76,1.15,41.15,16.49,9.34,6.68,5.06,1.17,0.48,1.10,3.20,-2.87,2.52,23.42,9.77,15.89,0.42,0.58,1.05,7.87,35.19,,23.30,5.46,-1.14,508315292.42
NAFG4,19.02,,3.49,0.82,0.34,41.15,16.49,9.34,1.97,5.06,1.17,0.48,0.33,0.94,-0.85,2.52,23.42,9.77,15.89,0.42,0.58,1.05,7.87,35.19,,23.30,5.46,-0.34,508315292.42
NEMO3,0.00,,0.00,0.00,0.00,49.68,44.37,5.73,0.00,3.22,3.22,3.84,0.00,0.00,0.00,2.95,15.43,1.97,18.96,0.13,0.87,0.34,32.90,34.08,,88.08,13.59,0.00,0.00
NEMO5,52.97,2.40,3.90,0.60,0.08,49.68,44.37,5.73,0.50,3.22,3.22,3.84,0.22,0.41,-0.11,2.95,15.43,1.97,18.96,0.13,0.87,0.34,32.90,34.08,,88.08,13.59,-0.02,0.00
NEMO6,0.00,,0.00,0.00,0.00,49.68,44.37,5.73,0.00,3.22,3.22,3.84,0.00,0.00,0.00,2.95,15.43,1.97,18.96,0.13,0.87,0.34,32.90,34.08,,88.08,13.59,0.00,0.00
NEOE3,17.50,1.56,5.41,0.88,0.25,25.26,18.24,9.09,2.70,6.89,4.19,1.36,0.49,11.54,-0.33,1.09,16.19,4.57,10.10,0.28,0.72,0.50,23.82,66.92,28258274.59,19.97,3.23,0.14,21241451840.00
NGRD3,2.37,0.52,38.72,1.21,0.73,66.53,10.37,5.95,22.22,13.55,-8.67,-0.47,2.30,2.28,-1.44,2.94,3.12,1.90,2.97,0.61,0.39,0.32,,,3579274.03,1.96,0.06,2.13,565629722.10
NINJ3,4.28,,-5.24,0.75,0.70,91.83,-83.43,-65.67,-4.13,1.50,5.63,-1.02,3.44,0.76,-39.15,15.13,-14.30,-13.37,-18.17,0.94,0.06,0.20,,,1262203.84,5.71,-0.82,0.00,214961343.64
NORD3,9.88,,-8.52,-0.44,3.70,90.73,-38.84,-386.85,-84.85,-133.93,-49.08,,32.96,-1.42,-4.04,0.03,-5.20,-43.48,0.70,-8.36,9.36,0.11,,,7198.77,-22.30,-1.16,-0.01,65420281.68
NRTQ3,0.00,,0.00,0.00,0.00,29.39,17.02,13.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,19.53,13.41,17.04,0.69,0.31,0.97,13.67,18.27,,15.50,3.03,0.00,0.00
NTCO3,25.00,,32.91,1.21,0.57,65.11,2.78,2.61,30.85,36.87,6.02,0.24,0.86,9.18,-0.80,1.27,3.67,1.73,0.17,0.47,0.53,0.66,38.39,28.71,362191209.44,20.70,0.76,-0.13,34493426375.00
NUTR3,250.00,,4.78,1.39,0.39,15.98,9.26,5.21,2.69,3.63,0.94,0.49,0.25,1.13,-1.06,2.24,29.15,8.22,27.86,0.28,0.72,1.58,33.43,,25000.00,179.41,52.30,0.05,31986000.00
ODER4,857.15,0.15,100.68,26.99,11.63,31.91,21.50,14.56,68.19,69.59,1.40,0.55,14.66,42.81,-41.40,1.61,26.81,11.55,17.55,0.43,0.57,0.79,11.24,16.77,,31.76,8.51,-5.27,9674742907.90
ODPV3,10.50,3.14,15.69,5.32,3.09,60.30,27.57,20.64,11.75,11.10,-0.65,-0.30,3.24,-641.26,-4.42,0.98,33.92,19.67,30.51,0.58,0.42,0.95,6.18,11.98,14305828.25,1.97,0.67,2.95,5968890931.50
OFSA3,23.30,1.29,11.03,1.96,0.99,49.41,15.59,12.59,8.91,10.48,1.57,0.34,1.39,2.60,-2.72,2.97,17.77,8.97,12.64,0.51,0.43,0.71,14.66,,282288.31,11.89,2.11,0.41,1257011839.80
OGXP3,1.63,,-2.15,-0.98,0.92,,,,-9.26,-9.26,0.00,,,-0.98,,0.51,-45.53,-43.02,10.57,-0.94,1.94,0.00,,,,-1.67,-0.76,0.02,52747073.84
OIBR3,0.85,,-1.04,5.29,0.07,26.16,-101.51,-268.61,-2.76,-16.64,-13.83,26.49,2.80,0.25,-0.19,1.97,-506.67,-7.12,-17.09,0.01,0.99,0.03,-19.43,,53259657.28,0.16,-0.81,0.02,5708795457.16
OIBR4,1.46,,-1.79,9.08,0.13,26.16,-101.51,-268.61,-4.74,-16.64,-13.83,26.49,4.81,0.42,-0.33,1.97,-506.67,-7.12,-17.09,0.01,0.99,0.03,-19.43,,1151388.19,0.16,-0.81,0.03,5708795457.16
OMGE3,27.57,,18.04,1.32,0.52,34.06,67.54,17.30,4.62,8.67,4.06,1.16,3.12,8.00,-0.60,1.87,7.31,2.88,10.02,0.39,0.61,0.17,55.45,99.31,49236324.19,20.91,1.53,0.03,5521562588.85
ONCO3,10.29,,-108.68,2.21,0.85,32.15,6.56,-1.74,28.76,31.11,2.35,0.18,1.89,3.03,-1.61,2.41,-2.03,-0.78,1.95,0.38,0.62,0.45,,,8114272.44,4.65,-0.09,1.55,5097230969.67
OPCT3,2.53,,-10.68,0.56,0.20,17.79,3.53,-5.37,16.26,39.39,23.13,0.80,0.57,1.12,-0.30,2.20,-5.28,-1.91,1.04,0.36,0.64,0.36,,,5815708.56,4.49,-0.24,-0.10,505897671.62
ORVR3,30.94,,-35.66,5.99,1.83,41.08,18.30,-14.24,27.76,34.71,6.94,1.50,5.08,5.34,-3.67,3.19,-16.79,-5.14,4.72,0.31,0.69,0.36,,,14828043.88,5.17,-0.87,0.08,2212209071.80
OSXB3,6.92,,0.18,0.00,0.01,90.15,3158.36,464.14,0.03,5.72,5.70,,0.83,-0.04,-0.01,0.02,-2.30,5.49,-90.90,-2.39,3.39,0.01,89.07,,92073.88,-1695.32,38.93,0.00,21784422.96
PARD3,18.02,1.83,11.05,2.70,1.02,31.01,18.08,10.75,6.57,6.75,0.18,0.07,1.19,69.66,-1.52,1.05,24.46,9.24,23.04,0.38,0.62,0.86,17.16,15.74,4101125.13,6.67,1.63,0.16,2360234281.90
PATI3,74.98,,6.12,2.10,0.90,17.97,15.58,10.99,4.32,4.65,0.36,0.17,0.67,1.50,-6.67,3.26,34.34,14.73,16.67,0.43,0.57,1.34,31.30,81.76,47965.00,35.70,12.26,0.10,1784216673.34
PATI4,65.00,,5.30,1.82,0.78,17.97,15.58,10.99,3.74,4.65,0.36,0.17,0.58,1.30,-5.78,3.26,34.34,14.73,16.67,0.43,0.57,1.34,31.30,81.76,18104.60,35.70,12.26,0.09,1784216673.34
PCAR3,23.86,9.12,8.01,0.39,0.13,25.25,3.29,1.56,3.80,4.26,0.46,0.05,0.13,4.86,-0.20,1.08,4.90,1.62,4.31,0.33,0.67,1.04,4.35,,63348256.47,60.80,2.98,-0.13,6427774649.62
PCAR4,72.11,,24.22,1.19,0.39,25.25,3.29,1.56,11.49,4.26,0.46,0.05,0.38,14.69,-0.62,1.08,4.90,1.62,4.31,0.33,0.67,1.04,4.35,,,60.80,2.98,-0.38,6427774649.62
PDGR3,1.56,,-0.69,-0.02,0.07,19.23,-81.42,-29.39,-0.25,-3.16,-2.91,,0.20,-0.04,-0.32,0.34,-2.44,-9.98,8.85,-4.09,5.09,0.34,11.86,,1999179.72,-92.85,-2.27,0.01,87568192.92
PDTC3,5.02,,15.41,3.07,0.92,35.67,16.10,7.43,7.12,7.48,0.37,0.16,1.15,2.54,-3.82,1.90,19.91,5.94,19.72,0.30,0.70,0.80,225.48,-24.61,311938.16,1.64,0.33,0.32,393817890.58
PEAB3,62.02,19.36,5.90,1.20,1.05,61.75,562.89,450.72,4.72,3.62,-1.52,-0.39,26.58,2.62,-1.84,16.04,20.42,17.82,17.81,0.87,0.13,0.04,-37.48,14.99,8318.83,51.50,10.52,-0.08,866622748.32
PEAB4,72.86,18.13,6.93,1.41,1.23,61.75,562.89,450.72,5.55,3.62,-1.52,-0.39,31.22,3.08,-2.16,16.04,20.42,17.82,17.81,0.87,0.13,0.04,-37.48,14.99,17748.00,51.50,10.52,-0.10,866622748.32
PETR3,34.75,22.22,4.25,1.16,0.47,48.52,46.58,23.56,2.15,3.32,1.26,0.68,1.00,13.60,-0.56,1.25,27.38,10.96,23.21,0.40,0.60,0.47,9.88,,670639249.00,29.87,8.18,0.00,433801159415.26
PETR4,31.27,24.69,3.82,1.05,0.42,48.52,46.58,23.56,1.93,3.32,1.26,0.68,0.90,12.24,-0.51,1.25,27.38,10.96,23.21,0.40,0.60,0.47,9.88,,2572177910.59,29.87,8.18,0.00,433801159415.26
PETZ3,16.17,0.26,99.12,4.23,2.16,48.29,7.73,3.58,45.85,43.00,-2.85,-0.26,3.55,11.22,-3.57,1.95,4.27,2.18,7.17,0.51,0.49,0.61,,,159896879.81,3.83,0.16,3.48,7437232953.15
PFRM3,4.34,6.23,6.87,0.36,0.13,14.15,2.04,1.22,4.11,6.94,2.83,0.25,0.08,0.62,-0.37,1.50,5.30,1.94,4.93,0.37,0.63,1.59,9.44,,520875.31,11.92,0.63,0.14,537347434.82
PGMN3,8.49,,22.91,1.80,0.57,32.15,4.97,2.18,10.07,11.51,1.43,0.26,0.50,2.85,-1.23,1.60,7.87,2.50,11.13,0.32,0.68,1.15,6.32,31.57,10347818.72,4.71,0.37,1.74,3767701216.38
PINE3,0.00,,0.00,0.00,0.00,16.63,-0.64,0.59,0.00,-16.71,,,0.00,0.00,0.00,0.58,0.76,0.04,,0.05,0.95,0.06,9.53,,,5.26,0.04,0.00,105966686.12
PINE4,1.46,,36.76,0.28,0.01,16.63,-0.64,0.59,-34.12,-16.71,,,0.22,-0.08,-0.02,0.58,0.76,0.04,,0.05,0.95,0.06,9.53,,516039.72,5.26,0.04,-0.34,105966686.12
PLAS3,8.99,,-0.91,-0.36,0.18,7.56,-6.67,-19.95,-2.73,-7.19,-4.46,,0.18,-0.43,-0.27,0.44,-39.25,-19.76,35.02,-0.50,1.50,0.99,11.76,,10885.53,-25.07,-9.84,-0.20,111704507.82
PLPL3,2.88,6.80,4.35,1.85,0.46,31.21,12.88,10.63,3.59,4.29,0.70,0.36,0.46,0.65,-4.73,4.78,42.58,10.65,18.94,0.25,0.75,1.00,,,3125669.09,1.55,0.66,2.00,588257280.00
PMAM3,8.13,,-0.44,-0.37,0.12,-0.14,-6.95,-16.99,-1.08,-10.82,-9.74,,0.07,-8.62,-0.18,0.96,-83.97,-26.12,-14.69,-0.31,1.31,1.54,0.55,,2234305.66,-21.98,-18.46,0.06,352873292.37
PNVL3,12.20,1.43,23.10,1.75,0.77,30.65,3.15,2.46,18.07,22.81,4.74,0.46,0.57,3.16,-1.86,1.71,7.59,3.34,5.63,0.44,0.56,1.35,8.67,8.40,8283255.50,6.96,0.53,0.56,1834605268.20
PNVL4,18.62,0.21,35.25,2.68,1.18,30.65,3.15,2.46,27.58,22.81,4.74,0.46,0.87,4.83,-2.84,1.71,7.59,3.34,5.63,0.44,0.56,1.35,8.67,8.40,83188.67,6.96,0.53,0.85,1834605268.20
POMO3,2.34,4.57,6.04,0.75,0.33,10.18,6.52,10.48,9.72,14.94,4.38,0.34,0.63,1.65,-0.67,1.66,12.40,5.51,3.86,0.44,0.56,0.53,6.33,10.82,463274.16,3.12,0.39,0.02,2409414828.04
POMO4,2.66,4.02,6.87,0.85,0.38,10.18,6.52,10.48,11.05,14.94,4.38,0.34,0.72,1.88,-0.77,1.66,12.40,5.51,3.86,0.44,0.56,0.53,6.33,10.82,16370764.03,3.12,0.39,0.03,2409414828.04
PORT3,58.00,5.07,19.69,1.80,0.74,45.50,24.67,10.06,8.03,12.29,4.26,0.95,1.98,29.65,-0.88,1.19,9.13,3.76,7.59,0.41,0.59,0.37,6.17,-5.97,3398604.53,32.25,2.95,0.22,4235281800.00
POSI3,8.47,4.02,6.00,1.02,0.32,22.84,9.01,5.95,3.96,5.75,1.79,0.46,0.36,1.02,-1.89,1.61,16.95,5.33,14.30,0.31,0.69,0.90,14.02,86.66,25532542.38,8.33,1.41,1.23,1201046000.00
POWE3,10.90,0.49,23.92,0.99,0.38,6.82,3.52,2.59,17.55,10.60,-6.96,-0.39,0.62,6.57,-0.74,1.13,4.13,1.58,3.81,0.38,0.62,0.61,,,5388846.38,11.02,0.46,-1.77,977237930.40
PPAR3,14.60,,-54.02,0.02,0.01,,,,-6.97,8.13,15.10,-0.04,,0.44,-0.01,2474.00,-0.04,-0.03,-0.29,0.71,0.29,0.00,,,,724.23,-0.27,0.68,1080400.00
PPLA11,7.61,,-1019.98,1947.24,37.91,,,,-1019.98,-1019.98,,,,,-37.91,,-190.91,-3.72,,0.02,0.98,0.00,,,2669.00,0.00,-0.01,10.26,21419608.26
PRIO3,24.90,,16.49,3.32,1.80,57.16,48.26,30.32,10.36,10.01,-0.35,-0.11,5.00,4.38,-3.59,5.62,20.14,10.91,18.58,0.54,0.46,0.36,61.68,40.72,565121593.91,7.50,1.51,0.08,21977894986.50
PRNR3,6.97,0.78,18.71,1.18,0.72,16.27,4.73,3.35,13.23,12.77,-0.47,-0.04,0.63,2.56,-1.67,1.99,6.33,3.87,6.35,0.61,0.39,1.16,16.24,18.25,1001117.44,5.89,0.37,-0.02,271190551.29
PSSA3,20.82,6.80,8.72,1.44,0.32,100.00,5.88,7.28,10.80,3.68,-7.12,-0.95,0.63,5.72,-0.94,1.09,16.49,3.71,11.49,0.22,0.78,0.51,5.64,11.02,41568721.75,14.48,2.39,-1.02,13461921769.20
PTBL3,8.82,11.80,5.75,3.49,0.58,43.25,15.10,11.31,4.31,6.29,1.98,1.61,0.65,6.48,-0.99,1.27,60.70,10.02,24.63,0.17,0.83,0.89,13.47,152.05,7468978.97,2.53,1.53,0.08,1243504334.52
PTCA11,0.00,,0.00,0.00,0.00,45.17,16.98,11.16,0.00,1.22,1.22,0.58,0.00,0.00,0.00,1.52,31.12,11.25,19.02,0.36,0.64,1.01,25.03,37.52,,17.14,5.33,0.00,0.00
PTCA3,0.00,,0.00,0.00,0.00,45.17,16.98,11.16,0.00,1.22,1.22,0.58,0.00,0.00,0.00,1.52,31.12,11.25,19.02,0.36,0.64,1.01,25.03,37.52,,17.14,5.33,0.00,0.00
PTNT3,12.58,1.61,12.18,1.77,0.78,17.42,11.04,6.43,7.09,5.98,1.48,0.37,0.78,3.25,-1.62,1.87,14.55,6.42,11.77,0.44,0.46,1.00,8.13,37.74,94647.78,7.10,1.03,0.01,383100531.80
PTNT4,5.67,3.57,5.49,0.80,0.35,17.42,11.04,6.43,3.20,5.98,1.48,0.37,0.35,1.47,-0.73,1.87,14.55,6.42,11.77,0.44,0.46,1.00,8.13,37.74,65351.41,7.10,1.03,0.00,383100531.80
QUAL3,14.31,14.47,11.11,3.19,0.92,79.69,30.37,17.45,6.38,8.70,2.31,1.16,1.94,-2.97,-1.29,0.48,28.69,8.31,13.13,0.29,0.71,0.48,1.31,-2.00,63739019.34,4.49,1.29,-1.66,4064244990.75
QUSW3,0.00,,0.00,0.00,0.00,27.56,13.07,7.38,0.00,0.74,0.74,0.24,0.00,0.00,0.00,1.25,18.30,8.94,16.75,0.49,0.51,1.21,16.77,89.75,,67.90,12.43,0.00,0.00
QVQP3B,0.00,,0.00,0.00,0.00,,,,0.00,0.84,0.84,-0.97,,0.00,,,-114.29,-114.29,-116.07,1.00,0.00,0.00,,,,0.00,0.00,0.00,0.00
RADL3,22.26,1.06,48.90,7.79,2.49,29.87,5.66,3.12,26.91,27.75,0.84,0.24,1.52,20.17,-5.21,1.31,15.93,5.09,18.37,0.32,0.68,1.63,16.47,10.93,142100324.16,2.86,0.46,0.89,36771961800.00
RAIL3,18.40,,226.63,2.27,0.71,28.06,20.43,2.02,22.45,30.17,7.72,0.78,4.59,4.30,-0.95,2.79,1.00,0.31,4.19,0.31,0.69,0.15,11.53,,183498425.47,8.10,0.08,-4.59,34116521754.40
RAIZ4,7.10,0.93,22.29,3.59,0.70,6.47,3.75,2.02,12.04,17.39,5.34,1.59,0.45,9.10,-1.38,1.18,16.11,3.14,8.07,0.19,0.80,1.55,,,76162510.41,1.98,0.32,,73502817336.40
RANI3,6.34,5.94,5.70,1.70,0.69,39.36,27.14,17.77,3.73,4.62,0.89,0.40,1.01,2.65,-1.16,2.78,29.80,12.06,17.89,0.40,0.60,0.68,15.63,,8631967.38,3.73,1.11,0.03,1627606289.90
RANI4,5.50,,4.95,1.47,0.60,39.36,27.14,17.77,3.24,4.62,0.89,0.40,0.88,2.30,-1.00,2.78,29.80,12.06,17.89,0.40,0.60,0.68,15.63,,,3.73,1.11,0.02,1627606289.90
RAPT3,9.55,6.84,4.51,0.96,0.29,25.04,12.15,7.70,2.86,4.69,1.65,0.55,0.35,1.21,-0.76,1.66,21.31,6.51,13.54,0.31,0.69,0.84,28.12,,195305.22,9.94,2.12,0.90,3343024545.73
